target_id,ra,dec
SSTSL2 J223055.79+602354.1,337.732481,60.398372
SSTSL2 J172449.49-361859.5,261.206226,-36.316534
SSTSL2 J205906.72+441823.4,314.778026,44.306508
SSTSL2 J204127.01+393729.7,310.362543,39.624928
SSTSL2 J173936.78-333229.8,264.903264,-33.54162
SSTSL2 J164119.78+411729.2,250.332422,41.291447
SSTSL2 J054210.35-095838.2,85.543155,-9.977303
SSTSL2 J060743.14-052212.7,91.929775,-5.370207
SSTSL2 J054245.01-083336.0,85.687556,-8.560014
SSTSL2 J230044.29+624701.4,345.184568,62.783741
SSTSL2 J223829.46+585533.1,339.622762,58.925874
SSTSL2 J194109.66+110350.5,295.290284,11.064052
SSTSL2 J173516.48-311428.4,263.818695,-31.241244
SSTSL2 J205236.46+441146.3,313.151949,44.1962
SSTSL2 J054058.71-092237.9,85.244661,-9.377208
SSTSL2 J224659.35+604129.4,341.747318,60.691511
SSTSL2 J222230.45+630428.4,335.626889,63.074557
SSTSL2 J204911.78+441232.8,312.299096,44.209135
SSTSL2 J205331.37+441334.4,313.380718,44.226236
SSTSL2 J221425.37+583755.3,333.605713,58.632031
SSTSL2 J225010.23+610129.8,342.542655,61.024963
SSTSL2 J225159.60+620755.3,342.998352,62.13205
SSTSL2 J060647.65-062809.3,91.698576,-6.46927
SSTSL2 J202109.05+403256.6,305.287715,40.549062
SSTSL2 J225203.62+620557.9,343.015097,62.099438
SSTSL2 J190654.30+083010.1,286.726281,8.502817
SSTSL2 J061449.09-062142.9,93.704577,-6.361929
SSTSL2 J225300.69+620723.9,343.25288,62.123326
SSTSL2 J214331.79+660850.6,325.882481,66.147393
SSTSL2 J202129.05+404920.3,305.371058,40.822332
SSTSL2 J054305.01-100102.4,85.770898,-10.017341
SSTSL2 J162934.19-240110.6,247.392466,-24.019623
SSTSL2 J202251.76+412614.1,305.715702,41.437254
SSTSL2 J202339.99+385906.3,305.916653,38.985104
SSTSL2 J033456.94-294125.6,53.737278,-29.690458
SSTSL2 J230029.02+624413.9,345.120939,62.737221
SSTSL2 J222535.14+625816.8,336.396447,62.971355
SSTSL2 J061523.62-064116.2,93.848425,-6.687849
SSTSL2 J164058.96-485550.7,250.245697,-48.930767
SSTSL2 J205253.43+441936.2,313.222641,44.326731
SSTSL2 J225337.11+621050.9,343.404649,62.180817
SSTSL2 J015733.10-742239.7,29.387942,-74.377695
SSTSL2 J202406.61+383816.3,306.02758,38.637868
SSTSL2 J054238.01-100344.0,85.658392,-10.062224
SSTSL2 J052355.58-662403.5,80.981589,-66.400994
SSTSL2 J225057.62+622456.5,342.740096,62.4157
SSTSL2 J173044.40-354758.6,262.685023,-35.799623
SSTSL2 J032613.89+590103.0,51.557907,59.017521
SSTSL2 J061151.11-063023.1,92.962979,-6.506435
SSTSL2 J061500.09-062654.8,93.750408,-6.44857
SSTSL2 J204419.68+412944.8,311.082036,41.495802
SSTSL2 J060717.84-063119.4,91.82437,-6.522066
SSTSL2 J044043.99-690112.4,70.1833,-69.020129
SSTSL2 J025811.89+202203.2,44.549543,20.367568
SSTSL2 J173514.09-311358.2,263.808749,-31.23285
SSTSL2 J042656.85+260156.2,66.736913,26.032288
SSTSL2 J230048.27+611839.3,345.201138,61.310928
SSTSL2 J223631.69+614102.8,339.132052,61.684117
SSTSL2 J061216.45-062236.1,93.068545,-6.376713
SSTSL2 J170115.71-432738.6,255.315467,-43.460727
SSTSL2 J202512.97+390656.4,306.304066,39.115683
SSTSL2 J225538.35+630231.5,343.909809,63.042085
SSTSL2 J204851.69+435101.3,312.215403,43.850373
SSTSL2 J180742.64-202736.1,271.927674,-20.460044
SSTSL2 J060803.56-063725.8,92.014844,-6.623837
SSTSL2 J060609.44-055510.8,91.539355,-5.919693
SSTSL2 J225053.41+621443.6,342.722578,62.24546
SSTSL2 J204859.78+444127.7,312.249101,44.691035
SSTSL2 J202220.48+392859.1,305.585353,39.483106
SSTSL2 J163915.95-483256.0,249.816467,-48.548909
SSTSL2 J204941.88+435900.5,312.424503,43.983496
SSTSL2 J182755.71-013330.7,276.982137,-1.558546
SSTSL2 J060815.10-061404.8,92.062938,-6.234677
SSTSL2 J172710.28-331957.4,261.792849,-33.332612
SSTSL2 J164139.33-484024.8,250.413907,-48.673556
SSTSL2 J204857.80+434955.0,312.240846,43.831965
SSTSL2 J205315.13+443848.3,313.313049,44.646763
SSTSL2 J205218.48+440514.9,313.07704,44.087484
SSTSL2 J230033.15+615350.8,345.138157,61.897453
SSTSL2 J182907.76+005403.7,277.282362,0.901031
SSTSL2 J170158.72-403521.7,255.494678,-40.589387
SSTSL2 J165954.54-411542.2,254.977271,-41.261733
SSTSL2 J203807.47+391352.1,309.531149,39.231149
SSTSL2 J061037.78-061033.1,92.657447,-6.175882
SSTSL2 J063206.68+045530.6,98.027875,4.925167
SSTSL2 J224615.69+620915.9,341.565396,62.154423
SSTSL2 J181607.46-022613.6,274.031086,-2.43713
SSTSL2 J225922.25+614625.4,344.842728,61.773739
SSTSL2 J060746.10-065402.7,91.942093,-6.900758
SSTSL2 J225214.34+622549.6,343.059779,62.430464
SSTSL2 J182936.35+003355.9,277.401492,0.565547
SSTSL2 J205152.25+441821.3,312.967709,44.305922
SSTSL2 J224740.79+620520.5,341.919966,62.089036
SSTSL2 J043124.89+365241.0,67.853732,36.878057
SSTSL2 J203503.77+401118.7,308.765734,40.188544
SSTSL2 J205234.40+443824.4,313.143365,44.64013
SSTSL2 J060721.50-062936.7,91.839588,-6.493555
SSTSL2 J130115.99-632058.1,195.316665,-63.34948
SSTSL2 J222315.23+632521.8,335.813479,63.422747
SSTSL2 J204803.56+440529.1,312.014856,44.09144
SSTSL2 J054232.73-094506.7,85.636408,-9.751886
SSTSL2 J230814.41+622554.7,347.060057,62.431887
SSTSL2 J061109.99-060947.5,92.791643,-6.163219
SSTSL2 J222217.47+633212.1,335.5728,63.536714
SSTSL2 J230405.03+614813.6,346.020966,61.803797
SSTSL2 J053623.63-052246.2,84.098497,-5.379516
SSTSL2 J060748.34-065328.4,91.951443,-6.89124
SSTSL2 J034001.50+311017.2,55.006264,31.17146
SSTSL2 J224630.55+603857.1,341.627299,60.649216
SSTSL2 J224524.44+613522.6,341.351867,61.589616
SSTSL2 J222452.98+633558.3,336.220763,63.599553
SSTSL2 J222411.15+632759.4,336.046464,63.466526
SSTSL2 J063217.57+045308.2,98.073222,4.885633
SSTSL2 J205354.74+441942.0,313.47809,44.32835
SSTSL2 J164056.65-490100.2,250.23607,-49.016729
SSTSL2 J230435.64+622521.5,346.148519,62.422659
SSTSL2 J182744.17-015132.7,276.934058,-1.859097
SSTSL2 J230130.43+624802.9,345.376793,62.800814
SSTSL2 J180730.90-044031.7,271.878775,-4.675475
SSTSL2 J223114.16+584410.4,337.80901,58.736231
SSTSL2 J222345.29+633213.9,335.938732,63.537207
SSTSL2 J202550.77+395159.3,306.461561,39.86648
SSTSL2 J202005.05+411235.3,305.021077,41.209822
SSTSL2 J221604.01+613615.2,334.016749,61.604222
SSTSL2 J202255.98+394046.4,305.733286,39.679578
SSTSL2 J204616.27+423213.5,311.567829,42.537104
SSTSL2 J125526.30-765039.3,193.859589,-76.844251
SSTSL2 J174906.00-311909.8,267.275001,-31.319403
SSTSL2 J202425.74+390742.4,306.107271,39.128463
SSTSL2 J205310.28+442148.5,313.292848,44.363482
SSTSL2 J205218.39+442502.1,313.076634,44.417252
SSTSL2 J030639.59+585035.5,46.664984,58.843213
SSTSL2 J043510.26+242859.4,68.792758,24.483186
SSTSL2 J061155.17+204112.8,92.979881,20.686904
SSTSL2 J181622.79-023412.3,274.094999,-2.570091
SSTSL2 J032647.41+585538.2,51.697559,58.927293
SSTSL2 J223852.75+604605.3,339.719803,60.768156
SSTSL2 J063220.82+050416.5,98.086751,5.071265
SSTSL2 J061142.05-061100.7,92.925224,-6.183541
SSTSL2 J061211.51-060954.8,93.047971,-6.165229
SSTSL2 J023327.25+724656.8,38.363583,72.782461
SSTSL2 J202435.14+383416.2,306.146448,38.571174
SSTSL2 J032722.23+585140.6,51.842625,58.861285
SSTSL2 J201716.59+385901.0,304.31913,38.983635
SSTSL2 J061030.69-060215.8,92.62788,-6.037735
SSTSL2 J060804.90-065536.7,92.020426,-6.926874
SSTSL2 J221624.47+615918.8,334.101973,61.988579
SSTSL2 J162431.32-395721.9,246.130501,-39.956098
SSTSL2 J052421.67+021201.9,81.090324,2.200555
SSTSL2 J165555.12-450944.9,253.979696,-45.162496
SSTSL2 J225536.80+621115.6,343.90336,62.187687
SSTSL2 J043114.02+181631.2,67.808423,18.275361
SSTSL2 J043756.70+254623.2,69.486254,25.773116
SSTSL2 J202201.36+403315.4,305.50567,40.554283
SSTSL2 J205336.28+441626.5,313.401202,44.274053
SSTSL2 J060035.17+312955.8,90.146573,31.498854
SSTSL2 J174634.46-302248.5,266.643584,-30.380139
SSTSL2 J225244.91+615530.4,343.187139,61.925128
SSTSL2 J061108.74-060842.9,92.786419,-6.145271
SSTSL2 J044244.30+293938.1,70.684607,29.6606
SSTSL2 J201823.05+385816.2,304.596046,38.971172
SSTSL2 J205357.52+435647.6,313.489676,43.946558
SSTSL2 J133629.82+410825.5,204.124278,41.140431
SSTSL2 J202142.94+385207.3,305.428933,38.8687
SSTSL2 J202331.74+393730.5,305.882291,39.625139
SSTSL2 J201746.67+415131.1,304.4445,41.858645
SSTSL2 J105359.47+574110.3,163.497819,57.686197
SSTSL2 J205451.25+443229.0,313.713551,44.541412
SSTSL2 J203246.66+381209.9,308.194428,38.202761
SSTSL2 J110300.96-601458.9,165.754033,-60.249699
SSTSL2 J164943.98-433122.9,252.433253,-43.523054
SSTSL2 J060717.57-060152.0,91.823244,-6.031128
SSTSL2 J230700.05+623055.5,346.750219,62.515437
SSTSL2 J002916.02-731433.1,7.31677,-73.242552
SSTSL2 J172314.54+591653.7,260.810596,59.281604
SSTSL2 J160456.65+431854.4,241.236077,43.315133
SSTSL2 J222300.61+635143.5,335.752574,63.862085
SSTSL2 J061159.43+204135.6,92.997655,20.693237
SSTSL2 J053134.55+120631.2,82.893991,12.108674
SSTSL2 J175911.55-254933.4,269.798133,-25.825954
SSTSL2 J060827.21-062411.9,92.113413,-6.403326
SSTSL2 J061129.11-060949.4,92.871331,-6.163723
SSTSL2 J224413.22+610045.0,341.055112,61.012511
SSTSL2 J042215.56+515238.0,65.564839,51.877237
SSTSL2 J075643.85-385857.5,119.182713,-38.982645
SSTSL2 J165611.99-413523.2,254.049987,-41.589786
SSTSL2 J025125.09+601732.9,42.854556,60.292495
SSTSL2 J060613.96-055827.1,91.558195,-5.974207
SSTSL2 J205242.82+441910.4,313.17843,44.319562
SSTSL2 J201803.90+390113.6,304.516261,39.020445
SSTSL2 J182249.60-014056.9,275.706676,-1.682496
SSTSL2 J183710.88-091251.8,279.295371,-9.2144
SSTSL2 J222014.97+630604.8,335.062409,63.101334
SSTSL2 J202319.29+380457.7,305.830389,38.082708
SSTSL2 J202432.04+390330.5,306.133513,39.058482
SSTSL2 J201920.37+392827.2,304.834884,39.474247
SSTSL2 J202127.77+385050.8,305.36573,38.847467
SSTSL2 J201827.60+414425.7,304.615037,41.740475
SSTSL2 J201725.09+415637.4,304.354543,41.94373
SSTSL2 J181134.26-202725.5,272.892766,-20.457109
SSTSL2 J221503.18+590746.2,333.763268,59.129514
SSTSL2 J013343.63+301638.4,23.431805,30.277346
SSTSL2 J205047.46+444351.8,312.697788,44.731082
SSTSL2 J191437.20+094410.1,288.655013,9.736155
SSTSL2 J181547.43-034717.4,273.947636,-3.788175
SSTSL2 J202354.18+380401.2,305.975769,38.067006
SSTSL2 J160222.01-514407.8,240.59172,-51.735506
SSTSL2 J060941.35+204337.2,92.422295,20.727006
SSTSL2 J025502.24+604017.5,43.759351,60.671545
SSTSL2 J103224.49+580247.8,158.102068,58.046631
SSTSL2 J025911.43+603140.2,44.797636,60.527837
SSTSL2 J182936.42-001547.4,277.401764,-0.26318
SSTSL2 J202142.91+412752.2,305.428822,41.464526
SSTSL2 J054632.56+204107.6,86.635686,20.68546
SSTSL2 J180029.17-245736.5,270.12157,-24.960157
SSTSL2 J175928.88-253513.9,163.497813,57.686203
SSTSL2 J202257.96+383920.2,269.870374,-25.587208
SSTSL2 J202147.18+403233.1,305.741523,38.655639
SSTSL2 J225121.09+623107.9,305.446587,40.54254
SSTSL2 J022551.17+000935.9,342.837896,62.518861
SSTSL2 J202023.16+385442.5,36.463221,0.16
SSTSL2 J202445.55+391126.4,305.09651,38.911821
SSTSL2 J103824.30-583430.5,306.189794,39.190672
SSTSL2 J025111.76+603458.1,159.601265,-58.575165
SSTSL2 J063416.88+042419.2,42.799033,60.582813
SSTSL2 J201742.48+390030.2,98.570366,4.405336
SSTSL2 J030046.18+602823.0,304.427027,39.008413
SSTSL2 J202813.76+401448.2,45.192432,60.473064
SSTSL2 J022622.36+613308.8,307.057367,40.246736
SSTSL2 J125258.01-765142.5,36.593183,61.552449
SSTSL2 J061459.46-055057.5,193.241744,-76.861828
SSTSL2 J221157.08+583047.1,93.74778,-5.849314
SSTSL2 J205823.27+444041.6,332.987858,58.513095
SSTSL2 J164710.37-093256.9,314.596981,44.678239
SSTSL2 J163739.63-485243.4,251.793246,-9.549149
SSTSL2 J202619.88+410558.8,249.415147,-48.878724
SSTSL2 J181044.87-175211.9,306.58284,41.099694
SSTSL2 J203659.62+404720.8,272.686979,-17.869991
SSTSL2 J201832.72+400007.3,309.248418,40.789115
SSTSL2 J202323.28+393523.9,304.636374,40.002047
SSTSL2 J025206.56+601736.4,305.847018,39.589974
SSTSL2 J025325.03+603856.3,43.027366,60.29346
SSTSL2 J100238.15+014004.0,43.354328,60.64898
SSTSL2 J085056.47-433204.1,150.658999,1.667803
SSTSL2 J030101.92+602157.4,132.735312,-43.534497
SSTSL2 J123141.23-710631.7,45.258021,60.365963
SSTSL2 J221811.83+591234.4,187.921821,-71.108824
SSTSL2 J060644.33-055426.7,334.549313,59.20958
SSTSL2 J025418.60+603902.4,91.684735,-5.907418
SSTSL2 J174828.73-311848.5,43.577519,60.650675
SSTSL2 J202329.83+394717.8,267.119709,-31.313478
SSTSL2 J025137.38+600626.6,305.874324,39.788288
SSTSL2 J171848.04-361723.6,42.905768,60.1074
SSTSL2 J025817.78+610010.3,259.700191,-36.289905
SSTSL2 J131516.80-621114.0,44.5741,61.002876
SSTSL2 J182852.19-020739.1,198.820014,-62.187248
SSTSL2 J043141.71+244111.3,277.21749,-2.127529
SSTSL2 J230020.79+614644.2,67.923816,24.686474
SSTSL2 J215337.02+622846.9,345.086644,61.778962
SSTSL2 J214211.97+660025.9,328.404264,62.479718
SSTSL2 J205130.93+440659.2,325.549896,66.007218
SSTSL2 J205054.49+434623.8,312.878885,44.116449
SSTSL2 J064153.15+095047.4,312.72707,43.773304
SSTSL2 J054253.60-082022.5,100.471478,9.846514
SSTSL2 J054343.62-083416.5,85.723337,-8.339602
SSTSL2 J084214.76-480350.1,85.93177,-8.571254
SSTSL2 J204308.80+424608.6,130.561518,-48.063944
SSTSL2 J043803.60+253052.3,310.786698,42.769063
SSTSL2 J014143.41-741340.4,69.515007,25.514535
SSTSL2 J022740.43+724753.6,25.430886,-74.227903
SSTSL2 J064137.26+094506.9,36.918499,72.798228
SSTSL2 J043355.97+261538.9,100.405289,9.751929
SSTSL2 J054116.14-093017.1,68.483224,26.260814
SSTSL2 J164702.64-093234.3,85.317285,-9.504776
SSTSL2 J054256.93-082250.2,251.761023,-9.542886
SSTSL2 J125040.95-785108.9,85.737241,-8.380625
SSTSL2 J221813.75+585232.4,192.670631,-78.852476
SSTSL2 J064104.46+095318.3,334.557313,58.87567
SSTSL2 J053301.75-044918.4,100.26859,9.888436
SSTSL2 J025721.67+204206.6,83.257318,-4.821792
SSTSL2 J054041.43-093625.9,44.340312,20.701841
SSTSL2 J054239.34-082628.3,85.172639,-9.607203
SSTSL2 J215158.65+140840.5,85.663954,-8.441198
SSTSL2 J185141.09-001749.6,327.994399,14.144602
SSTSL2 J033008.21+304144.7,282.921237,-0.297128
SSTSL2 J054239.79-092146.4,52.53422,30.695776
,85.665794,-9.362902
